complaint_type,complaint_desc,borough,count
Broken Parking Meter,Out of Order,MANHATTAN,12
Broken Parking Meter,Out of Order,QUEENS,7
Broken Parking Meter,Out of Order,STATEN ISLAND,1
Broken Parking Meter,Out of Order,Unspecified,6
Broken Parking Meter,Timer Defect - Fast/Fail,MANHATTAN,3
Building Condition,Bikes in Buildings,BROOKLYN,1
Building/Use,Illegal Conversion Of Residential Building/Space,BRONX,20
Building/Use,Illegal Conversion Of Residential Building/Space,BROOKLYN,48
Building/Use,Illegal Conversion Of Residential Building/Space,MANHATTAN,12
Building/Use,Illegal Conversion Of Residential Building/Space,QUEENS,134
Building/Use,Illegal Conversion Of Residential Building/Space,STATEN ISLAND,12
Building/Use,Illegal Conversion Of Residential Building/Space,Unspecified,1
Building/Use,Illegal. Commercial Use In Resident Zone,BRONX,9
Building/Use,Illegal. Commercial Use In Resident Zone,BROOKLYN,16
Building/Use,Illegal. Commercial Use In Resident Zone,MANHATTAN,4
Building/Use,Illegal. Commercial Use In Resident Zone,QUEENS,15
Building/Use,Illegal. Commercial Use In Resident Zone,STATEN ISLAND,6
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,BROOKLYN,6
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,MANHATTAN,6
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,QUEENS,5
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,STATEN ISLAND,2
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,BROOKLYN,4
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,MANHATTAN,1
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,QUEENS,2
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,BRONX,5
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,BROOKLYN,3
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,QUEENS,9
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,STATEN ISLAND,2
Bus Stop Shelter Complaint,Broken Glass,BRONX,3
Bus Stop Shelter Complaint,Broken Glass,MANHATTAN,1
Bus Stop Shelter Complaint,Damaged Leg or Pole Bent,BRONX,1
Bus Stop Shelter Complaint,Damaged Leg or Pole Bent,QUEENS,1
Bus Stop Shelter Complaint,Damaged Other,MANHATTAN,2
Bus Stop Shelter Complaint,Dirty/Graffiti,BROOKLYN,2
Bus Stop Shelter Complaint,Dirty/Graffiti,MANHATTAN,4
Bus Stop Shelter Complaint,Dirty/Graffiti,STATEN ISLAND,2
Bus Stop Shelter Complaint,Sign Missing or Defective,MANHATTAN,1
Bus Stop Shelter Complaint,Sign Missing or Defective,QUEENS,2
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,MANHATTAN,1
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,QUEENS,2
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,STATEN ISLAND,1
Bus Stop Shelter Placement,Relocation of Bus Stop Shelter,STATEN ISLAND,1
COVID-19 Non-essential Construction,Construction,BRONX,2
COVID-19 Non-essential Construction,Construction,BROOKLYN,14
COVID-19 Non-essential Construction,Construction,MANHATTAN,11
COVID-19 Non-essential Construction,Construction,QUEENS,8
COVID-19 Non-essential Construction,Construction,STATEN ISLAND,2
Construction Lead Dust,Coming into Apartment,BRONX,1
Construction Lead Dust,Coming into Apartment,MANHATTAN,3
Construction Lead Dust,Common Areas and Apartment,BRONX,1
Construction Lead Dust,Common Areas and Apartment,MANHATTAN,1
Construction Lead Dust,In Common Areas,MANHATTAN,1
Construction Lead Dust,In Common Areas,STATEN ISLAND,1
Consumer Complaint,Auction House/Auctioneer,QUEENS,1
Consumer Complaint,Bodega/Deli/Supermarket,BRONX,7
Consumer Complaint,Bodega/Deli/Supermarket,BROOKLYN,4
Consumer Complaint,Bodega/Deli/Supermarket,MANHATTAN,1
Consumer Complaint,Bodega/Deli/Supermarket,QUEENS,3
Consumer Complaint,Bodega/Deli/Supermarket,STATEN ISLAND,1
Consumer Complaint,Car Dealer - Used,BRONX,2
Consumer Complaint,Car Dealer - Used,BROOKLYN,2
Consumer Complaint,Car Dealer - Used,MANHATTAN,2
Consumer Complaint,Car Dealer - Used,QUEENS,4
Consumer Complaint,Car Dealer - Used,STATEN ISLAND,1
Consumer Complaint,Car Rental,BRONX,1
Consumer Complaint,Car Rental,QUEENS,1
Consumer Complaint,Car Wash,BRONX,7
Consumer Complaint,Car Wash,BROOKLYN,4
Consumer Complaint,Car Wash,MANHATTAN,2
Consumer Complaint,Cell Phone Store,MANHATTAN,1
Consumer Complaint,Cell Phone Store,QUEENS,2
Consumer Complaint,Cell Phone Store,STATEN ISLAND,2
Consumer Complaint,Debt Collection Agency,Unspecified,1
Consumer Complaint,Dry Cleaner,MANHATTAN,1
Consumer Complaint,Electronics Repair Store,BROOKLYN,1
Consumer Complaint,Electronics Repair Store,QUEENS,1
Consumer Complaint,Electronics Repair Store,STATEN ISLAND,1
Consumer Complaint,Electronics Store,BRONX,1
Consumer Complaint,Electronics Store,BROOKLYN,2
Consumer Complaint,Electronics Store,MANHATTAN,2
Consumer Complaint,Electronics Store,QUEENS,1
Consumer Complaint,Employment Agency,BROOKLYN,1
Consumer Complaint,Employment Agency,MANHATTAN,2
Consumer Complaint,Employment Agency,QUEENS,2
Consumer Complaint,Furniture Store,BRONX,1
Consumer Complaint,Furniture Store,BROOKLYN,2
Consumer Complaint,Furniture Store,QUEENS,6
Consumer Complaint,Garage/Parking Lot,BRONX,2
Consumer Complaint,Garage/Parking Lot,BROOKLYN,1
Consumer Complaint,Garage/Parking Lot,MANHATTAN,9
Consumer Complaint,Gas Station,BROOKLYN,1
Consumer Complaint,Gas Station,STATEN ISLAND,2
Consumer Complaint,Home Improvement Contractor,BROOKLYN,4
Consumer Complaint,Home Improvement Contractor,MANHATTAN,1
Consumer Complaint,Home Improvement Contractor,QUEENS,3
Consumer Complaint,Home Improvement Contractor,Unspecified,6
Consumer Complaint,Hotel,BRONX,1
Consumer Complaint,Hotel,BROOKLYN,1
Consumer Complaint,Hotel,QUEENS,3
Consumer Complaint,Laundry,BRONX,1
Consumer Complaint,Laundry,BROOKLYN,4
Consumer Complaint,Laundry,QUEENS,3
Consumer Complaint,Laundry,STATEN ISLAND,1
Consumer Complaint,Locksmith,MANHATTAN,1
Consumer Complaint,Locksmith,QUEENS,1
Consumer Complaint,Mail Order,BROOKLYN,2
Consumer Complaint,Mail Order,MANHATTAN,1
Consumer Complaint,Other,BRONX,4
Consumer Complaint,Other,BROOKLYN,3
Consumer Complaint,Other,MANHATTAN,2
Consumer Complaint,Other,QUEENS,7
Consumer Complaint,Other,STATEN ISLAND,1
Consumer Complaint,Pawn Broker,BRONX,1
Consumer Complaint,Pawn Broker,BROOKLYN,1
Consumer Complaint,Rental Hall,BROOKLYN,1
Consumer Complaint,Restaurant,BRONX,1
Consumer Complaint,Restaurant,BROOKLYN,2
Consumer Complaint,Restaurant,MANHATTAN,5
Consumer Complaint,Retail Store,BRONX,10
Consumer Complaint,Retail Store,BROOKLYN,26
Consumer Complaint,Retail Store,MANHATTAN,20
Consumer Complaint,Retail Store,QUEENS,24
Consumer Complaint,Retail Store,STATEN ISLAND,1
Consumer Complaint,Scrap Metal Processor,QUEENS,1
Consumer Complaint,Stoop Line,BROOKLYN,5
Consumer Complaint,Stoop Line,MANHATTAN,4
Consumer Complaint,Stoop Line,QUEENS,4
Consumer Complaint,Storage Warehouse,BRONX,1
Consumer Complaint,Storage Warehouse,QUEENS,1
Consumer Complaint,Storage Warehouse,STATEN ISLAND,1
Consumer Complaint,Ticket Broker,BROOKLYN,2
Consumer Complaint,Tour Company,MANHATTAN,1
Consumer Complaint,Tow Truck Company,BRONX,3
Consumer Complaint,Tow Truck Company,BROOKLYN,4
Consumer Complaint,Tow Truck Company,QUEENS,6
Consumer Complaint,Travel Agency,BROOKLYN,1
Consumer Complaint,Travel Agency,QUEENS,1
Cranes and Derricks,Crane/Suspension Scaffold - No Permit/License/Cert./Unsafe/Illegal,MANHATTAN,1
Cranes and Derricks,Crane/Suspension Scaffold - No Permit/License/Cert./Unsafe/Illegal,STATEN ISLAND,1
Curb Condition,Broken Curb,BRONX,5
Curb Condition,Broken Curb,BROOKLYN,26
Curb Condition,Broken Curb,MANHATTAN,8
Curb Condition,Broken Curb,QUEENS,28
Curb Condition,Broken Curb,STATEN ISLAND,3
Curb Condition,Curb Defect-Metal Protruding,BRONX,1
Curb Condition,Curb Defect-Metal Protruding,BROOKLYN,2
Curb Condition,Curb Defect-Metal Protruding,MANHATTAN,1
Curb Condition,Curb Defect-Metal Protruding,QUEENS,1
Curb Condition,Curb Defect-Metal Protruding,STATEN ISLAND,1
Curb Condition,Defacement,BRONX,5
Curb Condition,Defacement,BROOKLYN,16
Curb Condition,Defacement,MANHATTAN,1
Curb Condition,Defacement,QUEENS,20
Curb Condition,Defacement,STATEN ISLAND,1
DEP Street Condition,Cave-in,QUEENS,1
DEP Street Condition,Defective Hardware - DEP,QUEENS,1
DOOR/WINDOW,DOOR,BRONX,28
DOOR/WINDOW,DOOR,BROOKLYN,45
DOOR/WINDOW,DOOR,MANHATTAN,28
DOOR/WINDOW,DOOR,QUEENS,6
DOOR/WINDOW,DOOR,STATEN ISLAND,1
DOOR/WINDOW,DOOR FRAME,BRONX,4
DOOR/WINDOW,DOOR FRAME,BROOKLYN,3
DOOR/WINDOW,DOOR FRAME,MANHATTAN,2
DOOR/WINDOW,DOOR FRAME,QUEENS,4
DOOR/WINDOW,DOOR TO DUMBWAITER,BRONX,1
DOOR/WINDOW,WINDOW FRAME,BRONX,12
DOOR/WINDOW,WINDOW FRAME,BROOKLYN,15
DOOR/WINDOW,WINDOW FRAME,MANHATTAN,8
DOOR/WINDOW,WINDOW FRAME,QUEENS,4
DOOR/WINDOW,WINDOW FRAME,STATEN ISLAND,1
DOOR/WINDOW,WINDOW PANE,BRONX,2
DOOR/WINDOW,WINDOW PANE,BROOKLYN,4
DOOR/WINDOW,WINDOW PANE,MANHATTAN,7
DOOR/WINDOW,WINDOW PANE,QUEENS,1
DOOR/WINDOW,WINDOW PANE,STATEN ISLAND,1
Damaged Tree,Branch Cracked and Will Fall,BRONX,7
Damaged Tree,Branch Cracked and Will Fall,BROOKLYN,39
Damaged Tree,Branch Cracked and Will Fall,MANHATTAN,12
Damaged Tree,Branch Cracked and Will Fall,QUEENS,55
Damaged Tree,Branch Cracked and Will Fall,STATEN ISLAND,17
Damaged Tree,Branch Cracked and Will Fall,Unspecified,2
Damaged Tree,Branch or Limb Has Fallen Down,BRONX,18
Damaged Tree,Branch or Limb Has Fallen Down,BROOKLYN,77
Damaged Tree,Branch or Limb Has Fallen Down,MANHATTAN,8
Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,125
Damaged Tree,Branch or Limb Has Fallen Down,STATEN ISLAND,11
Damaged Tree,Branch or Limb Has Fallen Down,Unspecified,6
Damaged Tree,Entire Tree Has Fallen Down,BRONX,10
Damaged Tree,Entire Tree Has Fallen Down,BROOKLYN,33
Damaged Tree,Entire Tree Has Fallen Down,MANHATTAN,7
Damaged Tree,Entire Tree Has Fallen Down,QUEENS,39
Damaged Tree,Entire Tree Has Fallen Down,STATEN ISLAND,7
Damaged Tree,Entire Tree Has Fallen Down,Unspecified,6
Damaged Tree,Tree Alive - in Poor Condition,BRONX,1
Damaged Tree,Tree Alive - in Poor Condition,BROOKLYN,9
Damaged Tree,Tree Alive - in Poor Condition,MANHATTAN,2
Damaged Tree,Tree Alive - in Poor Condition,QUEENS,40
Damaged Tree,Tree Alive - in Poor Condition,STATEN ISLAND,5
Damaged Tree,Tree Leaning/Uprooted,BRONX,9
Damaged Tree,Tree Leaning/Uprooted,BROOKLYN,7
Damaged Tree,Tree Leaning/Uprooted,MANHATTAN,6
Damaged Tree,Tree Leaning/Uprooted,QUEENS,32
Damaged Tree,Tree Leaning/Uprooted,STATEN ISLAND,7
Damaged Tree,Tree Trunk Split,BROOKLYN,3
Damaged Tree,Tree Trunk Split,MANHATTAN,1
Damaged Tree,Tree Trunk Split,QUEENS,4
Damaged Tree,Tree Trunk Split,STATEN ISLAND,1
Day Care,Day Care Facility,BRONX,1
Day Care,Day Care Facility,BROOKLYN,26
Day Care,Day Care Facility,MANHATTAN,6
Day Care,Day Care Facility,QUEENS,9
Day Care,Day Care Facility,Unspecified,15
Dead/Dying Tree,Planted Less Than 2 Years Ago,BRONX,3
Dead/Dying Tree,Planted Less Than 2 Years Ago,BROOKLYN,5
Dead/Dying Tree,Planted Less Than 2 Years Ago,QUEENS,3
Dead/Dying Tree,Planted Less Than 2 Years Ago,STATEN ISLAND,1
Dead/Dying Tree,Planted More Than 2 Years Ago,BRONX,12
Dead/Dying Tree,Planted More Than 2 Years Ago,BROOKLYN,31
Dead/Dying Tree,Planted More Than 2 Years Ago,MANHATTAN,4
Dead/Dying Tree,Planted More Than 2 Years Ago,QUEENS,76
Dead/Dying Tree,Planted More Than 2 Years Ago,STATEN ISLAND,29
Dead/Dying Tree,Planted More Than 2 Years Ago,Unspecified,6
Derelict Bicycle,14B Derelict Bicycle,BRONX,3
Derelict Bicycle,14B Derelict Bicycle,BROOKLYN,8
Derelict Bicycle,14B Derelict Bicycle,MANHATTAN,17
Derelict Bicycle,14B Derelict Bicycle,QUEENS,3
Derelict Vehicles,14 Derelict Vehicles,BRONX,134
Derelict Vehicles,14 Derelict Vehicles,BROOKLYN,238
Derelict Vehicles,14 Derelict Vehicles,MANHATTAN,33
Derelict Vehicles,14 Derelict Vehicles,QUEENS,213
Derelict Vehicles,14 Derelict Vehicles,STATEN ISLAND,26
Derelict Vehicles,14 Derelict Vehicles,Unspecified,2
Dirty Conditions,E1 Improper Disposal,BRONX,8
Dirty Conditions,E1 Improper Disposal,BROOKLYN,22
Dirty Conditions,E1 Improper Disposal,MANHATTAN,11
Dirty Conditions,E1 Improper Disposal,QUEENS,10
Dirty Conditions,E1 Improper Disposal,STATEN ISLAND,2
Dirty Conditions,E12 Illegal Dumping Surveillance,BROOKLYN,1
Dirty Conditions,E15 Illegal Postering,BRONX,1
Dirty Conditions,E15 Illegal Postering,BROOKLYN,9
Dirty Conditions,E15 Illegal Postering,QUEENS,9
Dirty Conditions,E15 Illegal Postering,STATEN ISLAND,8
Dirty Conditions,E1A Litter Basket / Improper Use,BRONX,2
Dirty Conditions,E1A Litter Basket / Improper Use,BROOKLYN,3
Dirty Conditions,E1A Litter Basket / Improper Use,MANHATTAN,3
Dirty Conditions,E1A Litter Basket / Improper Use,QUEENS,2
Dirty Conditions,E2 Receptacle Violation,BROOKLYN,7
Dirty Conditions,E2 Receptacle Violation,QUEENS,6
Dirty Conditions,E2 Receptacle Violation,STATEN ISLAND,1
Dirty Conditions,E3 Dirty Sidewalk,BRONX,53
Dirty Conditions,E3 Dirty Sidewalk,BROOKLYN,119
Dirty Conditions,E3 Dirty Sidewalk,MANHATTAN,55
Dirty Conditions,E3 Dirty Sidewalk,QUEENS,73
Dirty Conditions,E3 Dirty Sidewalk,STATEN ISLAND,19
Dirty Conditions,E3 Dirty Sidewalk,Unspecified,2
Dirty Conditions,E3A Dirty Area/Alleyway,BRONX,8
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,18
Dirty Conditions,E3A Dirty Area/Alleyway,MANHATTAN,5
Dirty Conditions,E3A Dirty Area/Alleyway,QUEENS,26
Dirty Conditions,E3A Dirty Area/Alleyway,STATEN ISLAND,5
Dirty Conditions,E4 18" Law,BROOKLYN,6
Dirty Conditions,E4 18" Law,MANHATTAN,3
Dirty Conditions,E4 18" Law,QUEENS,1
Dirty Conditions,E4 18" Law,STATEN ISLAND,17
Dirty Conditions,E5 Loose Rubbish,BRONX,1
Dirty Conditions,E5 Loose Rubbish,BROOKLYN,11
Dirty Conditions,E5 Loose Rubbish,MANHATTAN,7
Dirty Conditions,E5 Loose Rubbish,QUEENS,5
Dirty Conditions,E5 Loose Rubbish,STATEN ISLAND,3
Dirty Conditions,E8 Canine Violation,BRONX,7
Dirty Conditions,E8 Canine Violation,BROOKLYN,8
Dirty Conditions,E8 Canine Violation,MANHATTAN,3
Dirty Conditions,E8 Canine Violation,QUEENS,3
Dirty Conditions,E8 Canine Violation,STATEN ISLAND,1
Dirty Conditions,E8 Canine Violation,Unspecified,1
Disorderly Youth,Nuisance/Truant,STATEN ISLAND,1
Dispatched Taxi Complaint,Driver Complaint,MANHATTAN,1
Drinking,After Hours - Licensed Est,BROOKLYN,7
Drinking,After Hours - Licensed Est,MANHATTAN,4
Drinking,After Hours - Licensed Est,QUEENS,4
Drinking,In Public,BRONX,14
Drinking,In Public,BROOKLYN,27
Drinking,In Public,MANHATTAN,10
Drinking,In Public,QUEENS,24
Drinking,In Public,STATEN ISLAND,1
Drinking,Underage - Licensed Est,BROOKLYN,4
Drinking,Underage - Licensed Est,MANHATTAN,2
Drinking,Underage - Licensed Est,QUEENS,5
Drinking,Underage - Licensed Est,STATEN ISLAND,1
Drinking Water,Illness Caused by Drinking Water,QUEENS,2
Drug Activity,Use Indoor,BRONX,7
Drug Activity,Use Indoor,BROOKLYN,10
Drug Activity,Use Indoor,MANHATTAN,12
Drug Activity,Use Indoor,QUEENS,6
Drug Activity,Use Indoor,STATEN ISLAND,1
Drug Activity,Use Outside,BRONX,7
Drug Activity,Use Outside,BROOKLYN,25
Drug Activity,Use Outside,MANHATTAN,13
Drug Activity,Use Outside,QUEENS,24
Drug Activity,Use Outside,STATEN ISLAND,1
ELECTRIC,LIGHTING,BRONX,6
ELECTRIC,LIGHTING,BROOKLYN,3
ELECTRIC,LIGHTING,MANHATTAN,2
ELECTRIC,LIGHTING,QUEENS,2
ELECTRIC,NO LIGHTING,BRONX,4
ELECTRIC,NO LIGHTING,BROOKLYN,21
ELECTRIC,NO LIGHTING,MANHATTAN,5
ELECTRIC,NO LIGHTING,QUEENS,2
ELECTRIC,NO LIGHTING,STATEN ISLAND,1
ELECTRIC,OUTLET/SWITCH,BRONX,12
ELECTRIC,OUTLET/SWITCH,BROOKLYN,5
ELECTRIC,OUTLET/SWITCH,MANHATTAN,8
ELECTRIC,OUTLET/SWITCH,QUEENS,1
ELECTRIC,POWER OUTAGE,BRONX,15
ELECTRIC,POWER OUTAGE,BROOKLYN,21
ELECTRIC,POWER OUTAGE,MANHATTAN,6
ELECTRIC,POWER OUTAGE,QUEENS,14
ELECTRIC,WIRING,BRONX,3
ELECTRIC,WIRING,BROOKLYN,3
ELECTRIC,WIRING,MANHATTAN,2
ELECTRIC,WIRING,QUEENS,2
ELEVATOR,MAINTENANCE,BRONX,8
ELEVATOR,MAINTENANCE,BROOKLYN,1
ELEVATOR,MAINTENANCE,MANHATTAN,4
ELEVATOR,MAINTENANCE,QUEENS,4
ELEVATOR,MAINTENANCE,STATEN ISLAND,1
Electrical,Electrical Wiring Defective/Exposed,BRONX,3
Electrical,Electrical Wiring Defective/Exposed,BROOKLYN,11
Electrical,Electrical Wiring Defective/Exposed,QUEENS,7
Electrical,Electrical Wiring Defective/Exposed,STATEN ISLAND,4
Elevator,Elevator - Multiple Devices On Property,BRONX,29
Elevator,Elevator - Multiple Devices On Property,BROOKLYN,18
Elevator,Elevator - Multiple Devices On Property,MANHATTAN,26
Elevator,Elevator - Multiple Devices On Property,QUEENS,10
Elevator,Elevator - Multiple Devices On Property,STATEN ISLAND,1
Elevator,Elevator - Single Device On Property/No Alternate Service,BRONX,52
Elevator,Elevator - Single Device On Property/No Alternate Service,BROOKLYN,25
Elevator,Elevator - Single Device On Property/No Alternate Service,MANHATTAN,50
Elevator,Elevator - Single Device On Property/No Alternate Service,QUEENS,10
Emergency Response Team (ERT),After Hours Work - Illegal,BRONX,9
Emergency Response Team (ERT),After Hours Work - Illegal,BROOKLYN,38
Emergency Response Team (ERT),After Hours Work - Illegal,MANHATTAN,25
Emergency Response Team (ERT),After Hours Work - Illegal,QUEENS,25
Emergency Response Team (ERT),After Hours Work - Illegal,STATEN ISLAND,7
FLOORING/STAIRS,FLOOR,BRONX,24
FLOORING/STAIRS,FLOOR,BROOKLYN,21
FLOORING/STAIRS,FLOOR,MANHATTAN,13
FLOORING/STAIRS,FLOOR,QUEENS,8
FLOORING/STAIRS,FLOOR,STATEN ISLAND,2
FLOORING/STAIRS,STAIRS,BROOKLYN,1
Ferry Complaint,Disruptive Passenger,Unspecified,1
Ferry Complaint,General Complaint,Unspecified,1
Ferry Complaint,Restrooms,Unspecified,1
Ferry Inquiry,Lost and Found,Unspecified,4
Food Establishment,Bare Hands in Contact w/ Food,BRONX,2
