complaint_type,complaint_desc,borough,count
Air Quality,Air: Odor/Fumes, Vehicle Idling (AD3),BROOKLYN,294
Air Quality,Air: Odor/Fumes, Vehicle Idling (AD3),MANHATTAN,273
Air Quality,Air: Odor/Fumes, Vehicle Idling (AD3),QUEENS,168
Air Quality,Air: Odor/Fumes, Vehicle Idling (AD3),STATEN ISLAND,33
Air Quality,Air: Other Air Problem (Use Comments) (AZZ),BRONX,7
Air Quality,Air: Other Air Problem (Use Comments) (AZZ),BROOKLYN,10
Air Quality,Air: Other Air Problem (Use Comments) (AZZ),MANHATTAN,4
Air Quality,Air: Other Air Problem (Use Comments) (AZZ),QUEENS,13
Air Quality,Air: Other Air Problem (Use Comments) (AZZ),STATEN ISLAND,5
Air Quality,Air: Smoke, Chimney or vent (AS1),BRONX,9
Air Quality,Air: Smoke, Chimney or vent (AS1),BROOKLYN,30
Air Quality,Air: Smoke, Chimney or vent (AS1),MANHATTAN,142
Air Quality,Air: Smoke, Chimney or vent (AS1),QUEENS,31
Air Quality,Air: Smoke, Chimney or vent (AS1),STATEN ISLAND,6
Air Quality,Air: Smoke, Vehicular (AA4),BROOKLYN,11
Air Quality,Air: Smoke, Vehicular (AA4),MANHATTAN,7
Air Quality,Air: Smoke, Vehicular (AA4),QUEENS,7
Animal in a Park,Animal Waste,BRONX,7
Animal in a Park,Animal Waste,BROOKLYN,11
Animal in a Park,Animal Waste,MANHATTAN,10
Animal in a Park,Animal Waste,QUEENS,6
Animal in a Park,Animal Waste,STATEN ISLAND,3
Animal in a Park,Dead Animal,BRONX,7
Animal in a Park,Dead Animal,BROOKLYN,22
Animal in a Park,Dead Animal,MANHATTAN,14
Animal in a Park,Dead Animal,QUEENS,6
Animal in a Park,Dead Animal,STATEN ISLAND,11
Animal in a Park,Dog Off Leash,BRONX,13
Animal in a Park,Dog Off Leash,BROOKLYN,83
Animal in a Park,Dog Off Leash,MANHATTAN,99
Animal in a Park,Dog Off Leash,QUEENS,92
Animal in a Park,Dog Off Leash,STATEN ISLAND,8
Animal in a Park,Dog Off Leash,Unspecified,1
Animal in a Park,Domestic Strays,BRONX,8
Animal in a Park,Domestic Strays,BROOKLYN,6
Animal in a Park,Domestic Strays,MANHATTAN,8
Animal in a Park,Domestic Strays,QUEENS,3
Animal in a Park,Injured Wildlife,BRONX,6
Animal in a Park,Injured Wildlife,BROOKLYN,7
Animal in a Park,Injured Wildlife,MANHATTAN,21
Animal in a Park,Injured Wildlife,QUEENS,14
Animal in a Park,Injured Wildlife,STATEN ISLAND,20
Animal in a Park,Removing Wildlife,BRONX,1
Animal in a Park,Removing Wildlife,BROOKLYN,3
Animal in a Park,Removing Wildlife,MANHATTAN,6
Animal in a Park,Removing Wildlife,QUEENS,2
Animal in a Park,Removing Wildlife,STATEN ISLAND,4
Animal in a Park,Wildlife Sighting,BRONX,3
Animal in a Park,Wildlife Sighting,BROOKLYN,2
Animal in a Park,Wildlife Sighting,MANHATTAN,7
Animal in a Park,Wildlife Sighting,QUEENS,3
Animal in a Park,Wildlife Sighting,STATEN ISLAND,7
Animal-Abuse,Chained,BRONX,21
Animal-Abuse,Chained,BROOKLYN,18
Animal-Abuse,Chained,MANHATTAN,9
Animal-Abuse,Chained,QUEENS,23
Animal-Abuse,Chained,STATEN ISLAND,4
Animal-Abuse,In Car,BRONX,4
Animal-Abuse,In Car,BROOKLYN,9
Animal-Abuse,In Car,MANHATTAN,13
Animal-Abuse,In Car,QUEENS,8
Animal-Abuse,In Car,STATEN ISLAND,2
Animal-Abuse,Neglected,BRONX,184
Animal-Abuse,Neglected,BROOKLYN,283
Animal-Abuse,Neglected,MANHATTAN,163
Animal-Abuse,Neglected,QUEENS,236
Animal-Abuse,Neglected,STATEN ISLAND,51
Animal-Abuse,No Shelter,BRONX,24
Animal-Abuse,No Shelter,BROOKLYN,58
Animal-Abuse,No Shelter,MANHATTAN,20
Animal-Abuse,No Shelter,QUEENS,63
Animal-Abuse,No Shelter,STATEN ISLAND,23
Animal-Abuse,Other (complaint details),BRONX,56
Animal-Abuse,Other (complaint details),BROOKLYN,90
Animal-Abuse,Other (complaint details),MANHATTAN,79
Animal-Abuse,Other (complaint details),QUEENS,80
Animal-Abuse,Other (complaint details),STATEN ISLAND,16
Animal-Abuse,Tortured,BRONX,40
Animal-Abuse,Tortured,BROOKLYN,50
Animal-Abuse,Tortured,MANHATTAN,39
Animal-Abuse,Tortured,QUEENS,35
Animal-Abuse,Tortured,STATEN ISLAND,16
Asbestos,Asbestos Complaint (B1),BRONX,16
Asbestos,Asbestos Complaint (B1),BROOKLYN,68
Asbestos,Asbestos Complaint (B1),MANHATTAN,75
Asbestos,Asbestos Complaint (B1),QUEENS,52
Asbestos,Asbestos Complaint (B1),STATEN ISLAND,5
BEST/Site Safety,Demolition - Unsafe,BRONX,5
BEST/Site Safety,Demolition - Unsafe,BROOKLYN,14
BEST/Site Safety,Demolition - Unsafe,MANHATTAN,5
BEST/Site Safety,Demolition - Unsafe,QUEENS,5
BEST/Site Safety,Demolition - Unsafe,STATEN ISLAND,1
BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),BRONX,5
BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),BROOKLYN,10
BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),MANHATTAN,10
BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),QUEENS,4
Beach/Pool/Sauna Complaint,Beach/Pool Water,BRONX,1
Beach/Pool/Sauna Complaint,Beach/Pool Water,BROOKLYN,1
Beach/Pool/Sauna Complaint,Beach/Pool Water,MANHATTAN,2
Beach/Pool/Sauna Complaint,Beach/Pool Water,QUEENS,1
Beach/Pool/Sauna Complaint,Facility Maintenance,BRONX,2
Beach/Pool/Sauna Complaint,Facility Maintenance,BROOKLYN,7
Beach/Pool/Sauna Complaint,Facility Maintenance,MANHATTAN,8
Beach/Pool/Sauna Complaint,Facility Maintenance,QUEENS,7
Beach/Pool/Sauna Complaint,Safety Equipment/Signs,BROOKLYN,2
Beach/Pool/Sauna Complaint,Safety Equipment/Signs,MANHATTAN,1
Beach/Pool/Sauna Complaint,Safety Equipment/Signs,STATEN ISLAND,1
Bike Rack Condition,Bike Rack Repair,BRONX,3
Bike Rack Condition,Bike Rack Repair,BROOKLYN,6
Bike Rack Condition,Bike Rack Repair,MANHATTAN,14
Bike Rack Condition,Bike Rack Repair,QUEENS,3
Bike Rack Condition,Bike Rack Repair,STATEN ISLAND,1
Blocked Driveway,No Access,BRONX,3661
Blocked Driveway,No Access,BROOKLYN,7254
Blocked Driveway,No Access,MANHATTAN,531
Blocked Driveway,No Access,QUEENS,8079
Blocked Driveway,No Access,STATEN ISLAND,486
Blocked Driveway,Partial Access,BRONX,1154
Blocked Driveway,Partial Access,BROOKLYN,2622
Blocked Driveway,Partial Access,MANHATTAN,147
Blocked Driveway,Partial Access,QUEENS,3347
Blocked Driveway,Partial Access,STATEN ISLAND,271
Boilers,Boiler - Defective/Inoperative/No Permit,BRONX,125
Boilers,Boiler - Defective/Inoperative/No Permit,BROOKLYN,194
Boilers,Boiler - Defective/Inoperative/No Permit,MANHATTAN,287
Boilers,Boiler - Defective/Inoperative/No Permit,QUEENS,91
Boilers,Boiler - Defective/Inoperative/No Permit,STATEN ISLAND,6
Borough Office,Construction Enforcement Work Order (DOB),BROOKLYN,1
Borough Office,Construction Enforcement Work Order (DOB),QUEENS,1
Borough Office,Construction Enforcement Work Order (DOB),STATEN ISLAND,1
Borough Office,Restroom Non-Complaince With Local Law 79/16,BRONX,1
Borough Office,Restroom Non-Complaince With Local Law 79/16,BROOKLYN,1
Borough Office,Restroom Non-Complaince With Local Law 79/16,MANHATTAN,2
Borough Office,Restroom Non-Complaince With Local Law 79/16,QUEENS,2
Bottled Water,Other (Explain Below),MANHATTAN,1
Bottled Water,Sediment,STATEN ISLAND,1
Bottled Water,Taste,MANHATTAN,1
Bridge Condition,Decorative Necklace Lighting,Unspecified,1
Bridge Condition,Dirt, Debris, Litter Complaint,Unspecified,6
Bridge Condition,Fallen Debris from Bridge,Unspecified,1
Bridge Condition,Graffiti - Bridge,BROOKLYN,1
Bridge Condition,Graffiti - Bridge,Unspecified,5
Bridge Condition,Guard Rail - Bridge,Unspecified,1
Bridge Condition,Pothole,Unspecified,7
Bridge Condition,Rough Pavement,Unspecified,4
Bridge Condition,Snow on Overpass,Unspecified,1
Broken Parking Meter,Bent/Loose,BRONX,1
Broken Parking Meter,Bent/Loose,BROOKLYN,3
Broken Parking Meter,Bent/Loose,QUEENS,3
Broken Parking Meter,Bent/Loose,Unspecified,1
Broken Parking Meter,Coin or Card Did Not Register,BRONX,110
Broken Parking Meter,Coin or Card Did Not Register,BROOKLYN,252
Broken Parking Meter,Coin or Card Did Not Register,MANHATTAN,668
Broken Parking Meter,Coin or Card Did Not Register,QUEENS,327
Broken Parking Meter,Coin or Card Did Not Register,STATEN ISLAND,27
Broken Parking Meter,Coin or Card Did Not Register,Unspecified,162
Broken Parking Meter,Credit Card Stuck in Meter,BRONX,9
Broken Parking Meter,Credit Card Stuck in Meter,BROOKLYN,14
Broken Parking Meter,Credit Card Stuck in Meter,MANHATTAN,31
Broken Parking Meter,Credit Card Stuck in Meter,QUEENS,24
Broken Parking Meter,Credit Card Stuck in Meter,Unspecified,5
Broken Parking Meter,Graffiti,MANHATTAN,1
Broken Parking Meter,Graffiti,QUEENS,1
Broken Parking Meter,Graffiti,Unspecified,3
Broken Parking Meter,Missing/Stump,BRONX,8
Broken Parking Meter,Missing/Stump,BROOKLYN,4
Broken Parking Meter,Missing/Stump,MANHATTAN,3
Broken Parking Meter,Missing/Stump,QUEENS,1
Broken Parking Meter,Missing/Stump,STATEN ISLAND,1
Broken Parking Meter,Missing/Stump,Unspecified,3
Broken Parking Meter,No Receipt,BRONX,138
Broken Parking Meter,No Receipt,BROOKLYN,210
Broken Parking Meter,No Receipt,MANHATTAN,583
Broken Parking Meter,No Receipt,QUEENS,330
Broken Parking Meter,No Receipt,STATEN ISLAND,7
Broken Parking Meter,No Receipt,Unspecified,107
Broken Parking Meter,Out of Order,BRONX,111
Broken Parking Meter,Out of Order,BROOKLYN,186
Broken Parking Meter,Out of Order,MANHATTAN,318
Broken Parking Meter,Out of Order,QUEENS,283
Broken Parking Meter,Out of Order,STATEN ISLAND,14
Broken Parking Meter,Out of Order,Unspecified,119
Broken Parking Meter,Parking Card Stuck in Meter,BRONX,3
Broken Parking Meter,Parking Card Stuck in Meter,BROOKLYN,1
Broken Parking Meter,Parking Card Stuck in Meter,MANHATTAN,12
Broken Parking Meter,Parking Card Stuck in Meter,QUEENS,4
Broken Parking Meter,Parking Card Stuck in Meter,Unspecified,1
Broken Parking Meter,Relocation of Parking Meter,MANHATTAN,1
Broken Parking Meter,Timer Defect - Fast/Fail,BRONX,5
Broken Parking Meter,Timer Defect - Fast/Fail,BROOKLYN,12
Broken Parking Meter,Timer Defect - Fast/Fail,MANHATTAN,37
Broken Parking Meter,Timer Defect - Fast/Fail,QUEENS,13
Broken Parking Meter,Timer Defect - Fast/Fail,STATEN ISLAND,1
Broken Parking Meter,Timer Defect - Fast/Fail,Unspecified,13
Building Condition,Bikes in Buildings,BROOKLYN,1
Building Marshals office,Unlicensed/Illegal/Improper Work In Progress,QUEENS,2
Building/Use,Illegal Conversion Of Residential Building/Space,BRONX,361
Building/Use,Illegal Conversion Of Residential Building/Space,BROOKLYN,733
Building/Use,Illegal Conversion Of Residential Building/Space,MANHATTAN,138
Building/Use,Illegal Conversion Of Residential Building/Space,QUEENS,1209
Building/Use,Illegal Conversion Of Residential Building/Space,STATEN ISLAND,177
Building/Use,Illegal Conversion Of Residential Building/Space,Unspecified,1
Building/Use,Illegal. Commercial Use In Resident Zone,BRONX,60
Building/Use,Illegal. Commercial Use In Resident Zone,BROOKLYN,115
Building/Use,Illegal. Commercial Use In Resident Zone,MANHATTAN,48
Building/Use,Illegal. Commercial Use In Resident Zone,QUEENS,150
Building/Use,Illegal. Commercial Use In Resident Zone,STATEN ISLAND,28
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,BRONX,27
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,BROOKLYN,127
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,MANHATTAN,77
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,QUEENS,132
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,STATEN ISLAND,24
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,BRONX,22
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,BROOKLYN,45
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,MANHATTAN,17
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,QUEENS,42
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,STATEN ISLAND,4
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,BRONX,27
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,BROOKLYN,49
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,MANHATTAN,3
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,QUEENS,140
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,STATEN ISLAND,53
Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,Unspecified,1
Bus Stop Shelter Complaint,Broken Glass,BRONX,5
Bus Stop Shelter Complaint,Broken Glass,BROOKLYN,24
Bus Stop Shelter Complaint,Broken Glass,MANHATTAN,18
Bus Stop Shelter Complaint,Broken Glass,QUEENS,13
Bus Stop Shelter Complaint,Broken Glass,STATEN ISLAND,13
Bus Stop Shelter Complaint,Damaged Bench,BROOKLYN,10
Bus Stop Shelter Complaint,Damaged Leg or Pole Bent,BROOKLYN,1
Bus Stop Shelter Complaint,Damaged Leg or Pole Bent,STATEN ISLAND,1
Bus Stop Shelter Complaint,Damaged Other,BRONX,3
Bus Stop Shelter Complaint,Damaged Other,BROOKLYN,2
Bus Stop Shelter Complaint,Damaged Other,MANHATTAN,8
Bus Stop Shelter Complaint,Damaged Other,QUEENS,2
Bus Stop Shelter Complaint,Damaged Other,STATEN ISLAND,1
Bus Stop Shelter Complaint,Damaged or Missing Ad Box,BRONX,1
Bus Stop Shelter Complaint,Damaged or Missing Ad Box,BROOKLYN,1
Bus Stop Shelter Complaint,Dirty/Graffiti,BRONX,8
Bus Stop Shelter Complaint,Dirty/Graffiti,BROOKLYN,5
Bus Stop Shelter Complaint,Dirty/Graffiti,MANHATTAN,6
Bus Stop Shelter Complaint,Dirty/Graffiti,QUEENS,3
Bus Stop Shelter Complaint,Dirty/Graffiti,STATEN ISLAND,3
Bus Stop Shelter Complaint,Lighting,BRONX,9
Bus Stop Shelter Complaint,Lighting,BROOKLYN,7
Bus Stop Shelter Complaint,Lighting,MANHATTAN,8
Bus Stop Shelter Complaint,Lighting,QUEENS,6
Bus Stop Shelter Complaint,Lighting,STATEN ISLAND,1
Bus Stop Shelter Complaint,Sign Missing or Defective,BRONX,2
Bus Stop Shelter Complaint,Sign Missing or Defective,BROOKLYN,3
Bus Stop Shelter Complaint,Sign Missing or Defective,MANHATTAN,8
Bus Stop Shelter Complaint,Sign Missing or Defective,QUEENS,3
Bus Stop Shelter Complaint,Sign Missing or Defective,STATEN ISLAND,3
Bus Stop Shelter Complaint,Snow Removal Requested,BROOKLYN,1
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,BRONX,3
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,BROOKLYN,8
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,MANHATTAN,6
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,QUEENS,9
Bus Stop Shelter Placement,New Bus Stop Shelter Placement,STATEN ISLAND,2
Bus Stop Shelter Placement,Relocation of Bus Stop Shelter,BROOKLYN,1
Bus Stop Shelter Placement,Relocation of Bus Stop Shelter,QUEENS,3
Calorie Labeling,Failure to Post Calorie Information,BROOKLYN,1
Calorie Labeling,Failure to Post Calorie Information,QUEENS,1
Construction Lead Dust,Coming into Apartment,BRONX,10
Construction Lead Dust,Coming into Apartment,BROOKLYN,29
Construction Lead Dust,Coming into Apartment,MANHATTAN,41
Construction Lead Dust,Coming into Apartment,QUEENS,9
Construction Lead Dust,Common Areas and Apartment,BRONX,7
Construction Lead Dust,Common Areas and Apartment,BROOKLYN,29
Construction Lead Dust,Common Areas and Apartment,MANHATTAN,45
Construction Lead Dust,Common Areas and Apartment,QUEENS,11
Construction Lead Dust,Common Areas and Apartment,STATEN ISLAND,1
Construction Lead Dust,In Common Areas,BRONX,8
Construction Lead Dust,In Common Areas,BROOKLYN,26
Construction Lead Dust,In Common Areas,MANHATTAN,24
Construction Lead Dust,In Common Areas,QUEENS,10
Consumer Complaint,Amusement Ride,BROOKLYN,1
Consumer Complaint,Amusement Ride,QUEENS,3
Consumer Complaint,Arcade,BROOKLYN,5
Consumer Complaint,Arcade,MANHATTAN,1
Consumer Complaint,Auction House/Auctioneer,QUEENS,4
Consumer Complaint,Bingo Hall,BRONX,1
Consumer Complaint,Bingo Hall,MANHATTAN,1
Consumer Complaint,Bingo Hall,QUEENS,1
Consumer Complaint,Bodega/Deli/Supermarket,BRONX,147
Consumer Complaint,Bodega/Deli/Supermarket,BROOKLYN,220
Consumer Complaint,Bodega/Deli/Supermarket,MANHATTAN,151
Consumer Complaint,Bodega/Deli/Supermarket,QUEENS,188
Consumer Complaint,Bodega/Deli/Supermarket,STATEN ISLAND,25
Consumer Complaint,Booting Company,BRONX,1
Consumer Complaint,Booting Company,BROOKLYN,6
Consumer Complaint,Booting Company,MANHATTAN,1
Consumer Complaint,Booting Company,QUEENS,3
Consumer Complaint,Car Dealer - Used,BRONX,34
Consumer Complaint,Car Dealer - Used,BROOKLYN,72
Consumer Complaint,Car Dealer - Used,MANHATTAN,11
Consumer Complaint,Car Dealer - Used,QUEENS,52
Consumer Complaint,Car Dealer - Used,STATEN ISLAND,13
Consumer Complaint,Car Rental,BROOKLYN,4
Consumer Complaint,Car Rental,MANHATTAN,3
Consumer Complaint,Car Rental,QUEENS,11
Consumer Complaint,Car Rental,STATEN ISLAND,1
Consumer Complaint,Car Wash,BRONX,6
Consumer Complaint,Car Wash,BROOKLYN,10
Consumer Complaint,Car Wash,MANHATTAN,9
Consumer Complaint,Car Wash,QUEENS,9
Consumer Complaint,Car Wash,STATEN ISLAND,2
Consumer Complaint,Debt Collection Agency,BROOKLYN,1
Consumer Complaint,Debt Collection Agency,MANHATTAN,6
Consumer Complaint,Debt Collection Agency,QUEENS,3
Consumer Complaint,Debt Collection Agency,Unspecified,19
Consumer Complaint,Disabled Device Dealer,BRONX,1
Consumer Complaint,Disabled Device Dealer,BROOKLYN,1
Consumer Complaint,Disabled Device Dealer,MANHATTAN,1
Consumer Complaint,Disabled Device Dealer,QUEENS,1
Consumer Complaint,Domestic Employee,BROOKLYN,1
Consumer Complaint,Door to Door Sales,BRONX,3
Consumer Complaint,Door to Door Sales,BROOKLYN,2
Consumer Complaint,Door to Door Sales,MANHATTAN,4
Consumer Complaint,Door to Door Sales,QUEENS,1
Consumer Complaint,Dry Cleaner,BRONX,5
Consumer Complaint,Dry Cleaner,BROOKLYN,12
Consumer Complaint,Dry Cleaner,MANHATTAN,11
Consumer Complaint,Dry Cleaner,QUEENS,5
Consumer Complaint,Electronics Repair Store,BRONX,5
Consumer Complaint,Electronics Repair Store,BROOKLYN,4
Consumer Complaint,Electronics Repair Store,MANHATTAN,7
Consumer Complaint,Electronics Repair Store,QUEENS,6
Consumer Complaint,Electronics Repair Store,STATEN ISLAND,1
Consumer Complaint,Employment Agency,BRONX,2
Consumer Complaint,Employment Agency,BROOKLYN,9
Consumer Complaint,Employment Agency,MANHATTAN,13
Consumer Complaint,Employment Agency,QUEENS,29
Consumer Complaint,Employment Agency,STATEN ISLAND,1
Consumer Complaint,Financial Education Network,MANHATTAN,1
Consumer Complaint,For-profit College,BRONX,1
Consumer Complaint,For-profit College,BROOKLYN,2
Consumer Complaint,For-profit College,MANHATTAN,7
Consumer Complaint,For-profit College,QUEENS,2
Consumer Complaint,Funeral Home,MANHATTAN,1
Consumer Complaint,Furniture Store,BRONX,41
Consumer Complaint,Furniture Store,BROOKLYN,37
Consumer Complaint,Furniture Store,MANHATTAN,22
Consumer Complaint,Furniture Store,QUEENS,37
Consumer Complaint,Gaming Cafe,BROOKLYN,1
Consumer Complaint,Garage/Parking Lot,BRONX,27
Consumer Complaint,Garage/Parking Lot,BROOKLYN,15
Consumer Complaint,Garage/Parking Lot,MANHATTAN,66
Consumer Complaint,Garage/Parking Lot,QUEENS,30
Consumer Complaint,Garage/Parking Lot,STATEN ISLAND,5
Consumer Complaint,Gas Station,BRONX,21
Consumer Complaint,Gas Station,BROOKLYN,23
Consumer Complaint,Gas Station,MANHATTAN,5
Consumer Complaint,Gas Station,QUEENS,20
Consumer Complaint,Gas Station,STATEN ISLAND,7
Consumer Complaint,Going Out of Business,MANHATTAN,1
Consumer Complaint,Going Out of Business,QUEENS,2
Consumer Complaint,Grocery Store,BROOKLYN,1
Consumer Complaint,Grocery Store,MANHATTAN,1
Consumer Complaint,Home Heating Oil Company,BRONX,2
Consumer Complaint,Home Heating Oil Company,QUEENS,6
Consumer Complaint,Home Heating Oil Company,STATEN ISLAND,1
Consumer Complaint,Home Improvement Contractor,BRONX,7
Consumer Complaint,Home Improvement Contractor,BROOKLYN,34
Consumer Complaint,Home Improvement Contractor,MANHATTAN,4
Consumer Complaint,Home Improvement Contractor,QUEENS,34
Consumer Complaint,Home Improvement Contractor,STATEN ISLAND,15
Consumer Complaint,Home Improvement Contractor,Unspecified,9
Consumer Complaint,Horse Drawn Carriage,MANHATTAN,4
Consumer Complaint,Hotel,BRONX,1
Consumer Complaint,Hotel,BROOKLYN,5
Consumer Complaint,Hotel,MANHATTAN,22
Consumer Complaint,Hotel,QUEENS,8
Consumer Complaint,Immigration Services,QUEENS,3
Consumer Complaint,Jewelry Appraiser,BRONX,1
Consumer Complaint,Jewelry Appraiser,QUEENS,1
Consumer Complaint,Laundry,BRONX,15
Consumer Complaint,Laundry,BROOKLYN,33
Consumer Complaint,Laundry,MANHATTAN,19
Consumer Complaint,Laundry,QUEENS,39
Consumer Complaint,Laundry,STATEN ISLAND,2
Consumer Complaint,Locksmith,BROOKLYN,3
Consumer Complaint,Locksmith,MANHATTAN,4
Consumer Complaint,Locksmith,QUEENS,1
Consumer Complaint,Mail Order,BRONX,8
Consumer Complaint,Mail Order,BROOKLYN,4
Consumer Complaint,Mail Order,MANHATTAN,3
Consumer Complaint,Mail Order,QUEENS,1
Consumer Complaint,Newsstand,MANHATTAN,6
Consumer Complaint,Newsstand,QUEENS,2
Consumer Complaint,Other,BRONX,37
Consumer Complaint,Other,BROOKLYN,38
Consumer Complaint,Other,MANHATTAN,42
Consumer Complaint,Other,QUEENS,40
Consumer Complaint,Other,STATEN ISLAND,2
Consumer Complaint,Pawn Broker,BRONX,2
Consumer Complaint,Pawn Broker,BROOKLYN,3
Consumer Complaint,Pawn Broker,MANHATTAN,1
Consumer Complaint,Pawn Broker,QUEENS,4
Consumer Complaint,Pedicab,BROOKLYN,1
Consumer Complaint,Pedicab,MANHATTAN,9
Consumer Complaint,Pedicab,QUEENS,1
Consumer Complaint,Pool/Billiard Hall,BRONX,1
Consumer Complaint,Pool/Billiard Hall,MANHATTAN,1
Consumer Complaint,Process Server,BRONX,1
Consumer Complaint,Process Server,BROOKLYN,1
Consumer Complaint,Process Server,MANHATTAN,4
Consumer Complaint,Professional Photographer,MANHATTAN,1
Consumer Complaint,Rental Hall,BRONX,3
Consumer Complaint,Rental Hall,BROOKLYN,7
Consumer Complaint,Rental Hall,QUEENS,5
Consumer Complaint,Rental Hall,STATEN ISLAND,5
Consumer Complaint,Restaurant,BRONX,10
Consumer Complaint,Restaurant,BROOKLYN,22
Consumer Complaint,Restaurant,MANHATTAN,25
Consumer Complaint,Restaurant,QUEENS,21
Consumer Complaint,Retail Store,BRONX,873
Consumer Complaint,Retail Store,BROOKLYN,1346
Consumer Complaint,Retail Store,MANHATTAN,879
Consumer Complaint,Retail Store,QUEENS,1231
Consumer Complaint,Retail Store,STATEN ISLAND,148
Consumer Complaint,Scale Dealer/Repairer,BRONX,1
Consumer Complaint,Scale Dealer/Repairer,BROOKLYN,6
Consumer Complaint,Scale Dealer/Repairer,MANHATTAN,4
Consumer Complaint,Scale Dealer/Repairer,QUEENS,1
Consumer Complaint,Scrap Metal Processor,BRONX,2
Consumer Complaint,Scrap Metal Processor,BROOKLYN,1
